契約代碼,sid,契約乘數,日均溢價,有效格數,期貨收盤
CAF,1303,2000.0,-0.0004804604389853587,53,236.0
CBF,2002,2000.0,-0.0003959066004955761,53,19.0
CCF,2303,2000.0,9.52514240050518e-07,53,140.0
CDF,2330,2000.0,0.00031346834997012646,53,2418.0
CEF,2881,2000.0,0.00012964513102988406,53,148.0
CFF,1301,2000.0,0.0008740992339937995,53,64.6
CGF,2324,2000.0,0.002162998403280701,53,37.9
CHF,2409,2000.0,-0.0013131262379670401,53,30.5
CJF,2880,2000.0,-3.6219580287137854e-05,53,45.6
CKF,2882,2000.0,0.0012133403849276074,53,110.0
CLF,2886,2000.0,-0.0009653258650026084,53,51.7
CMF,2887,2000.0,0.0006281828151799667,53,42.45
CNF,2891,2000.0,0.0018878814490786067,53,67.0
CQF,1216,2000.0,0.0010684827122875973,50,75.6
CRF,1402,2000.0,0.0008604829096805091,53,28.5
CSF,1605,2000.0,-0.0003042225871121154,53,37.4
CUF,2323,2000.0,0.0062518634390636004,52,10.65
CWF,2352,2000.0,-0.0011456899126649216,53,28.55
CXF,2371,2000.0,-0.0006513015688070071,53,27.4
CYF,2408,2000.0,0.0007624420036318343,53,494.5
CZF,2603,2000.0,0.0004435665279573833,53,234.0
DAF,2609,2000.0,0.0015771973017217323,53,59.8
DBF,2610,2000.0,0.0024643475184884084,53,20.45
DCF,2801,2000.0,-0.0030642015316477067,51,27.8
DEF,2890,2000.0,-0.0004768507365418782,53,44.0
DFF,1101,2000.0,0.0002314237975689061,53,24.65
DGF,1326,2000.0,-0.0007229510421034119,53,70.3
DHF,2317,2000.0,3.8422255398723355e-05,53,248.5
DIF,2337,2000.0,8.35865067427916e-05,53,119.0
DJF,2357,2000.0,0.000733167793108429,53,924.0
DKF,2382,2000.0,0.00028449020379680743,53,334.5
DLF,2412,2000.0,-0.002019401651562675,53,140.5
DNF,2884,2000.0,0.00010747667018318615,53,46.35
DOF,2885,2000.0,-0.0003195155393231771,53,69.8
DPF,2892,2000.0,0.0010385279785178367,53,39.0
DQF,3481,2000.0,-0.002197043675578303,53,47.7
DSF,2353,2000.0,-0.00115585212489133,53,30.9
DVF,2454,2000.0,0.000882697191092241,53,4605.0
DWF,2915,2000.0,0.002188435685876035,51,56.9
DXF,3231,2000.0,0.0007634472912739295,53,185.0
DYF,1102,2000.0,-0.0001332777477900519,53,35.25
EEF,1312,2000.0,-0.0013656164358699988,53,14.25
EGF,1314,2000.0,0.0014203410313241697,53,8.13
EHF,1319,2000.0,-0.0018198429573430814,53,79.0
EKF,1440,2000.0,0.004704760275971319,53,13.5
EMF,1504,2000.0,-0.0024136545217108957,53,69.2
EOF,1560,2000.0,-0.0004944339228798948,53,783.0
EPF,1590,2000.0,0.0026809366111862575,50,1280.0
EYF,1718,2000.0,0.00020232191051319735,49,10.45
EZF,1722,2000.0,-0.0030223965090769122,50,42.85
FBF,2006,2000.0,-0.00022521558936187958,32,82.0
FEF,2027,2000.0,0.0006873449535417159,53,46.35
FFF,2049,2000.0,-0.0007111424592768493,53,354.5
FGF,2059,2000.0,0.006938972707229714,53,12050.0
FKF,2105,2000.0,0.0006515876137036106,53,30.5
FNF,2201,2000.0,-0.0015022375770638511,53,30.15
FQF,2301,2000.0,0.0016803192244802586,53,275.0
FRF,2308,2000.0,0.0024443683540517616,53,1622.0
FSF,2312,2000.0,-0.0006463702804824328,53,30.5
FTF,2313,2000.0,-0.00012567195124053198,53,221.5
FVF,2331,2000.0,0.0012900030685188853,48,18.55
FWF,2332,2000.0,0.0005024281373810073,53,19.0
FYF,2340,2000.0,-0.006975639685115398,48,31.35
FZF,2344,2000.0,-0.0021874475916200983,53,171.5
GAF,2347,2000.0,0.0013025833931509538,53,89.1
GCF,2354,2000.0,0.0004818846235499156,53,65.5
GHF,2376,2000.0,-0.0028703246779517434,53,347.5
GIF,2377,2000.0,0.0001840820891601902,53,148.0
GJF,2379,2000.0,-0.0007850442482517132,45,698.0
GKF,2385,2000.0,-0.001062511068110118,53,105.0
GLF,2392,2000.0,-0.0013937708676089562,52,42.2
GMF,2393,2000.0,0.0015896418628358186,53,61.9
GNF,2401,2000.0,0.0011809228527195703,53,24.2
GOF,2404,2000.0,-0.002584655417007067,53,1005.0
GRF,2449,2000.0,-0.00042922248465211466,53,261.5
GUF,2455,2000.0,0.003310307715359635,53,513.0
GVF,2457,2000.0,0.001416462930474757,53,22.0
GWF,2458,2000.0,-0.002668975679018552,53,127.0
GXF,2474,2000.0,0.0006587292844907165,53,203.5
GYF,2481,2000.0,-0.005712424002491754,53,149.0
GZF,2485,2000.0,0.0019367304979620455,53,38.55
HAF,2489,2000.0,-0.002211347808951282,53,36.65
HBF,2492,2000.0,-0.0035293078797545923,53,313.0
HCF,2498,2000.0,-0.005278919847101139,53,39.85
HHF,2515,2000.0,,7,12.05
HIF,2520,2000.0,0.0010370465305060358,53,36.65
HLF,2542,2000.0,-0.001546466258967269,53,46.45
HOF,2548,2000.0,-0.004286904432906432,40,94.8
HQF,2605,2000.0,0.002279884824422324,53,37.0
HSF,2618,2000.0,-0.00017818224869383545,53,42.25
IAF,2834,2000.0,-0.002916528967244554,53,18.0
IHF,2913,2000.0,-0.003967099316631312,53,11.0
IIF,3006,2000.0,0.00035267857388234875,53,292.5
