契約代碼,sid,契約乘數,日均溢價,有效格數,期貨收盤
CAF,1303,2000.0,-0.001551900335003168,53,186.0
CBF,2002,2000.0,0.0034104650078038276,53,19.45
CCF,2303,2000.0,0.002742075567289431,53,115.5
CDF,2330,2000.0,0.0022893897333396175,53,2371.0
CEF,2881,2000.0,-0.0003679173666739895,53,128.0
CFF,1301,2000.0,0.0008827379910164055,53,58.0
CGF,2324,2000.0,0.001909903567455969,53,38.7
CHF,2409,2000.0,-0.008845134520389942,53,25.65
CJF,2880,2000.0,0.0010472197458395785,53,38.7
CKF,2882,2000.0,0.0007161154907912424,53,97.9
CLF,2886,2000.0,0.0025392687067378496,53,46.45
CMF,2887,2000.0,0.0028314630740680163,53,36.0
CNF,2891,2000.0,0.0013218300279108097,53,63.2
CQF,1216,2000.0,0.0013110919484789123,52,78.0
CRF,1402,2000.0,0.003562760658352492,53,29.4
CSF,1605,2000.0,0.0017910711040471487,53,36.95
CUF,2323,2000.0,0.0027194003247588434,53,10.8
CWF,2352,2000.0,0.0014911309008047169,53,29.4
CXF,2371,2000.0,-0.0017574936911819417,53,27.5
CYF,2408,2000.0,0.0020128257054568273,53,518.0
CZF,2603,2000.0,0.0005423198061975665,53,246.0
DAF,2609,2000.0,0.003390445654547328,53,60.8
DBF,2610,2000.0,0.0035365648379712426,53,20.15
DCF,2801,2000.0,0.0005202275527051153,53,23.75
DEF,2890,2000.0,-0.0018434870265025224,53,39.35
DFF,1101,2000.0,-0.0006051810003630122,53,24.75
DGF,1326,2000.0,0.0012180309227077298,53,58.9
DHF,2317,2000.0,0.0005005722299631952,53,247.5
DIF,2337,2000.0,-0.0010801504860455736,53,122.0
DJF,2357,2000.0,0.0010851051706759947,53,916.0
DKF,2382,2000.0,-0.0017887580673298265,53,326.5
DLF,2412,2000.0,0.0009719017436516993,53,136.5
DNF,2884,2000.0,0.0023002069667735978,53,37.35
DOF,2885,2000.0,0.0026118873851212966,50,62.3
DPF,2892,2000.0,0.002621118327696138,51,33.35
DQF,3481,2000.0,-0.004263302489034156,53,45.85
DSF,2353,2000.0,-6.042494835492521e-05,53,31.05
DVF,2454,2000.0,-0.0006016016291705058,53,3715.0
DWF,2915,2000.0,0.000979115036881656,53,61.8
DXF,3231,2000.0,0.002109338420410203,53,180.0
DYF,1102,2000.0,0.002364080328107911,53,34.7
DZF,1210,2000.0,0.0022572436920332644,51,53.2
EEF,1312,2000.0,-0.0029261697983642984,53,11.75
EGF,1314,2000.0,0.003069790856412382,53,7.88
EHF,1319,2000.0,-0.001283712941853088,50,82.8
EKF,1440,2000.0,0.004928184202476881,42,13.65
EMF,1504,2000.0,0.001707885399014677,53,73.5
EOF,1560,2000.0,-0.0003116720046991644,18,694.0
EPF,1590,2000.0,0.02320285358744547,51,1427.0
EYF,1718,2000.0,0.0020708757680610555,53,10.5
EZF,1722,2000.0,0.004078116338517319,46,46.3
FBF,2006,2000.0,0.006801322361416981,22,82.2
FEF,2027,2000.0,0.0031427800990515543,53,50.8
FFF,2049,2000.0,0.0005959797856933387,53,368.0
FGF,2059,2000.0,0.0013177326470766733,53,13950.0
FKF,2105,2000.0,0.0012005400711211952,53,31.5
FNF,2201,2000.0,0.0032313834581049927,53,29.3
FQF,2301,2000.0,0.00020990602029240482,53,268.5
FRF,2308,2000.0,0.002516538812509147,53,1762.0
FSF,2312,2000.0,-0.004229582289625589,53,31.25
FTF,2313,2000.0,0.002113295531142397,53,219.0
FVF,2331,2000.0,-0.005147915770827291,51,19.8
FWF,2332,2000.0,-0.0001401880345651277,53,20.65
FYF,2340,2000.0,-0.00032738271420263077,53,31.2
FZF,2344,2000.0,0.001120166710858457,53,177.5
GAF,2347,2000.0,0.004401898256675331,52,87.0
GCF,2354,2000.0,-0.0007872114989599377,53,60.1
GHF,2376,2000.0,-0.0002157378171315238,53,344.5
GIF,2377,2000.0,-0.0009415047767112988,53,140.5
GJF,2379,2000.0,-0.00023644206959376913,53,714.0
GKF,2385,2000.0,0.0009797771454283584,53,106.5
GLF,2392,2000.0,0.0022501245685591486,53,40.4
GMF,2393,2000.0,0.0012683548255356606,53,66.3
GNF,2401,2000.0,0.001978271793400465,53,25.9
GOF,2404,2000.0,0.00715286061492325,53,1075.0
GRF,2449,2000.0,0.0005707505382105342,53,237.0
GUF,2455,2000.0,0.0014520050671299992,53,415.5
GVF,2457,2000.0,0.0007138625259968217,53,22.7
GWF,2458,2000.0,-0.0029771117955934485,53,146.0
GXF,2474,2000.0,-0.002956180915028824,53,204.0
GYF,2481,2000.0,-0.0011106006650927413,53,140.0
GZF,2485,2000.0,0.002017335883649496,49,41.9
HAF,2489,2000.0,6.284825867447605e-05,51,33.55
HBF,2492,2000.0,-0.0016763722704980259,53,274.0
HCF,2498,2000.0,-0.004867374200412062,53,40.0
HHF,2515,2000.0,0.0021584298451463196,31,12.05
HIF,2520,2000.0,0.005406665368060863,53,36.8
HLF,2542,2000.0,0.0008805202627987711,53,48.15
HOF,2548,2000.0,-0.0013576926298014924,53,95.2
HQF,2605,2000.0,-0.0016447488216497711,53,36.8
HSF,2618,2000.0,0.0008538524195065792,53,42.0
IAF,2834,2000.0,-0.0009882058236206294,52,16.45
IHF,2913,2000.0,0.0028150920415651566,41,11.35
IIF,3006,2000.0,0.0037881821909938208,53,251.0
IJF,3008,2000.0,0.0017059300659286588,53,5520.0
IMF,3019,2000.0,-0.0008951399129987026,53,136.0
IOF,3034,2000.0,-0.005250495210917696,53,526.0
IPF,3035,2000.0,0.0026415485847651804,53,173.0
IQF,3036,2000.0,0.0014945693507286046,53,206.0
IRF,3037,2000.0,0.0024059832175867676,53,1147.0
