契約代碼,sid,契約乘數,日均溢價,有效格數,期貨收盤
CAF,1303,2000.0,0.0006800031185538421,53,232.0
CBF,2002,2000.0,0.0013394434803621902,53,19.1
CCF,2303,2000.0,0.003179127849649761,53,143.5
CDF,2330,2000.0,0.0027886063164277485,53,2464.0
CEF,2881,2000.0,-0.0009392113728896778,53,149.0
CFF,1301,2000.0,0.0014920062124778807,53,67.1
CGF,2324,2000.0,-0.0008845233107140308,53,40.2
CHF,2409,2000.0,-0.00014385569053656177,53,28.9
CJF,2880,2000.0,-0.0007245548985492643,53,44.2
CKF,2882,2000.0,-0.0019652880792267826,53,114.0
CLF,2886,2000.0,0.001691598542585074,53,50.0
CMF,2887,2000.0,0.002543626423318374,53,40.9
CNF,2891,2000.0,-0.0003330353494632732,53,67.3
CQF,1216,2000.0,0.0005650891703472208,52,75.1
CRF,1402,2000.0,0.0007911556356333566,53,28.75
CSF,1605,2000.0,0.0017863871608662766,53,38.1
CUF,2323,2000.0,0.0038278321525604094,51,10.9
CWF,2352,2000.0,-0.001079570843844125,53,29.0
CXF,2371,2000.0,0.0006734289481221657,53,28.15
CYF,2408,2000.0,0.002384131898088883,53,519.0
CZF,2603,2000.0,0.0019827595657573053,53,233.0
DAF,2609,2000.0,0.002006930120773318,53,58.4
DBF,2610,2000.0,0.0018525268452725052,53,20.55
DCF,2801,2000.0,0.004867318364619006,53,26.4
DEF,2890,2000.0,0.002003841882483718,53,42.55
DFF,1101,2000.0,0.002823022691864307,53,24.4
DGF,1326,2000.0,0.0006713206318008332,53,72.5
DHF,2317,2000.0,0.0001838243415832105,53,256.5
DIF,2337,2000.0,0.003272701540945923,53,125.0
DJF,2357,2000.0,0.0004222627283536429,53,1000.0
DKF,2382,2000.0,0.0012946814217945656,53,346.5
DLF,2412,2000.0,0.0020655807489576663,53,138.0
DNF,2884,2000.0,0.002013387096978097,53,43.65
DOF,2885,2000.0,-2.3490438146636597e-07,53,70.2
DPF,2892,2000.0,0.0007458926204328975,53,37.25
DQF,3481,2000.0,-0.0020351145111248115,53,50.0
DSF,2353,2000.0,-0.0010040795624223745,53,32.35
DVF,2454,2000.0,0.0012018889323901975,53,4770.0
DWF,2915,2000.0,0.0024901218983093194,53,56.7
DXF,3231,2000.0,0.0012990600420047223,53,195.0
DYF,1102,2000.0,0.0010872846069898616,53,34.95
DZF,1210,2000.0,0.0009246914005221549,52,52.3
EEF,1312,2000.0,-0.0025990819197575844,53,14.1
EGF,1314,2000.0,0.0027754768548520154,53,8.13
EHF,1319,2000.0,-4.436539483864195e-05,53,81.6
EKF,1440,2000.0,0.0026596839771467155,53,13.55
EMF,1504,2000.0,-0.002282984440794235,53,71.9
EOF,1560,2000.0,0.0029791643007338994,43,733.0
EPF,1590,2000.0,0.01048989043758363,52,1380.0
EYF,1718,2000.0,-0.002693787353742001,53,10.35
EZF,1722,2000.0,0.0008536515205759265,46,44.55
FBF,2006,2000.0,0.0006457742542096618,27,80.6
FEF,2027,2000.0,0.001605063792949513,53,49.0
FFF,2049,2000.0,0.0021569864398190953,53,367.0
