契約代碼,sid,契約乘數,日均溢價,有效格數,期貨收盤
CAF,1303,2000.0,4.40516532958146e-05,53,224.5
CBF,2002,2000.0,-0.0020448086906337,51,18.65
CCF,2303,2000.0,-0.0006729409871720247,53,142.0
CDF,2330,2000.0,-0.00014095313737700103,53,2380.0
CEF,2881,2000.0,6.791002814467439e-06,53,152.0
CFF,1301,2000.0,0.0011719818459637185,53,62.2
CGF,2324,2000.0,0.0020065701074316556,53,37.0
CHF,2409,2000.0,-0.0033181114624678816,53,29.2
CJF,2880,2000.0,0.0013105124257694366,50,47.6
CKF,2882,2000.0,-0.000834643515546139,53,111.5
CLF,2886,2000.0,-0.0017012515030496221,51,50.6
CMF,2887,2000.0,0.00030688854456463574,52,44.55
CNF,2891,2000.0,-0.0018757400353990568,53,70.6
CQF,1216,2000.0,0.0014828994808264173,49,74.2
CRF,1402,2000.0,-0.003080768232683136,53,27.4
CSF,1605,2000.0,-0.000342645056700256,52,36.6
CUF,2323,2000.0,-0.0011524329103042698,49,10.6
CWF,2352,2000.0,-0.004531013735996474,36,29.15
CXF,2371,2000.0,0.0004628289914810968,50,28.1
CYF,2408,2000.0,-0.0018809643730016952,53,491.0
CZF,2603,2000.0,-0.0013059146440225378,53,237.5
DAF,2609,2000.0,-0.0012156257182786682,53,60.0
DBF,2610,2000.0,-0.0011525255191120272,52,20.0
DCF,2801,2000.0,-0.004105450608184526,50,28.75
DEF,2890,2000.0,-0.003045577502432586,50,44.95
DFF,1101,2000.0,-0.0025205753162339506,53,23.9
DGF,1326,2000.0,0.0015052772235892812,53,65.8
DHF,2317,2000.0,-0.0006088695206968727,53,247.0
DIF,2337,2000.0,-0.0015218210736082701,53,118.5
DJF,2357,2000.0,-0.0003030118673369379,53,939.0
DKF,2382,2000.0,-0.00019146436127635548,53,336.5
DLF,2412,2000.0,-0.0005233775229753181,53,143.0
DNF,2884,2000.0,0.00028291422827395605,50,46.2
DOF,2885,2000.0,-0.001224611543509041,53,69.1
DPF,2892,2000.0,-0.002328347979637293,53,39.9
DQF,3481,2000.0,-0.0036016977114631233,53,48.25
DSF,2353,2000.0,-0.002812054259033913,53,31.9
DVF,2454,2000.0,0.0007668421923846641,53,4545.0
DWF,2915,2000.0,0.0007275489306912854,53,56.9
DXF,3231,2000.0,0.00036590696219437316,53,182.5
DYF,1102,2000.0,0.00021525898017235034,40,34.85
DZF,1210,2000.0,-0.003972897566112386,41,51.6
EEF,1312,2000.0,0.0004665576300687179,53,14.75
EGF,1314,2000.0,-0.0010158382020918429,53,8.13
EHF,1319,2000.0,-0.0015610250698626855,43,78.9
EKF,1440,2000.0,-0.0013401832382259533,51,12.9
